time_step,hour,soc_kwh,soc_pct,p_ch_kw,p_dis_kw,p_total_ch_kw,p_total_dis_kw,p_afrr_pos_e_kw,p_afrr_neg_e_kw,y_ch,y_dis,y_total_ch,y_total_dis,c_fcr_mw,c_afrr_pos_mw,c_afrr_neg_mw,y_fcr,y_afrr_pos,y_afrr_neg,price_da_eur_mwh,price_fcr_eur_mw,price_afrr_cap_pos_eur_mw,price_afrr_cap_neg_eur_mw,price_afrr_energy_pos_eur_mwh,price_afrr_energy_neg_eur_mwh,cst8_discharge_sum,cst8_charge_sum,revenue_da_eur,revenue_afrr_energy_eur,revenue_as_capacity_eur
11,2.75,2236,50,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,14.32,114.8,5.25,25.21,21.37,0,1,1,0,0,64.1732
12,3,2236,50,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,11.37,114.8,5.25,25.21,17.19,5.7,1,1,0,0,64.1732
13,3.25,2236,50,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,11.37,114.8,5.25,25.21,16.94,0,1,1,0,0,64.1732
14,3.5,2236,50,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,11.37,114.8,5.25,25.21,0,0,1,1,0,0,64.1732
15,3.75,2236,50,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,11.37,114.8,5.25,25.21,0,0,1,1,0,0,64.1732
16,4,2236,50,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,11.35,104.4,5.01,23.4,17.88,0,1,1,0,0,58.3596
17,4.25,2236,50,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,11.35,104.4,5.01,23.4,17.73,0,1,1,0,0,58.3596
18,4.5,2236,50,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,11.35,104.4,5.01,23.4,16.92,5.7,1,1,0,0,58.3596
19,4.75,2236,50,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,11.35,104.4,5.01,23.4,16.94,1.82,1,1,0,0,58.3596
20,5,2236,50,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,11.39,104.4,5.01,23.4,17.95,3.56,1,1,0,0,58.3596
21,5.25,2236,50,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,11.39,104.4,5.01,23.4,17.01,4.2,1,1,0,0,58.3596
22,5.5,2236,50,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,11.39,104.4,5.01,23.4,17.17,5.7,1,1,0,0,58.3596
23,5.75,2236,50,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,11.39,104.4,5.01,23.4,17.31,0,1,1,0,0,58.3596
24,6,2236,50,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,11.34,104.4,5.01,23.4,17.35,3.32,1,1,0,0,58.3596
25,6.25,2236,50,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,11.34,104.4,5.01,23.4,17.8,3.13,1,1,0,0,58.3596
26,6.5,2236,50,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,11.34,104.4,5.01,23.4,17.29,5.48,1,1,0,0,58.3596
27,6.75,2236,50,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,11.34,104.4,5.01,23.4,17.64,4.11,1,1,0,0,58.3596
28,7,2236,50,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,8.31,104.4,5.01,23.4,12.45,0,1,1,0,0,58.3596
29,7.25,2236,50,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,8.31,104.4,5.01,23.4,12.4,4.02,1,1,0,0,58.3596
30,7.5,2236,50,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,8.31,104.4,5.01,23.4,12.41,0,1,1,0,0,58.3596
31,7.75,2236,50,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,8.31,104.4,5.01,23.4,12.47,0,1,1,0,0,58.3596
32,8,2236,50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.51,68.8,6.66,23.08,12.7,0,0,1,0,0,0
33,8.25,2236,50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.51,68.8,6.66,23.08,0,0,0,1,0,0,0
34,8.5,2236,50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.51,68.8,6.66,23.08,0,0,0,1,0,0,0
35,8.75,2236,50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.51,68.8,6.66,23.08,0,0,0,1,0,0,0
36,9,2236,50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.63,68.8,6.66,23.08,15.8,0,0,1,0,0,0
37,9.25,2767.05,61.875,0,0,2236,0,0,2236,0,0,1,0,0,0,0,0,0,0,10.63,68.8,6.66,23.08,15.95,4.89,0,1,0,2.7335,0
38,9.5,2767.05,61.875,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.63,68.8,6.66,23.08,16.01,0,0,1,0,0,0
39,9.75,2178.6289,48.7171,0,0,0,2236,2236,0,0,0,0,1,0,0,0,0,0,0,10.63,68.8,6.66,23.08,406,0,1,0,0,226.954,0
40,10,2411.0553,53.9145,0,0,978.6371,0,0,978.6371,0,0,1,0,0,0,0,0,0,0,9.75,68.8,6.66,23.08,14.75,0,0,1,0,0,0
41,10.25,2942.1053,65.7895,0,0,2236,0,0,2236,0,0,1,0,0,0,0,0,0,0,9.75,68.8,6.66,23.08,14.5,0,0,1,0,0,0
42,10.5,2353.6842,52.6316,0,0,0,2236,2236,0,0,0,0,1,0,0,0,0,0,0,9.75,68.8,6.66,23.08,480,0,1,0,0,268.32,0
43,10.75,1765.2632,39.4737,0,0,0,2236,2236,0,0,0,0,1,0,0,0,0,0,0,9.75,68.8,6.66,23.08,441,0,1,0,0,246.519,0
44,11,1176.8421,26.3158,0,0,0,2236,2236,0,0,0,0,1,0,0,0,0,0,0,8.24,68.8,6.66,23.08,595,0,1,0,0,332.605,0
45,11.25,588.4211,13.1579,0,0,0,2236,2236,0,0,0,0,1,0,0,0,0,0,0,8.24,68.8,6.66,23.08,533,0,1,0,0,297.947,0
46,11.5,0,0,0,0,0,2236,2236,0,0,0,0,1,0,0,0,0,0,0,8.24,68.8,6.66,23.08,507,0,1,0,0,283.413,0
47,11.75,344.2263,7.6974,0,0,1449.374,0,0,1449.374,0,0,1,0,0,0,0,0,0,0,8.24,68.8,6.66,23.08,12.3,0,0,1,0,0,0
48,12,344.2263,7.6974,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,10.71,77.6,4.41,20.63,16.1,0,1,1,0,0,43.3784
49,12.25,344.2263,7.6974,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,10.71,77.6,4.41,20.63,16.08,0,1,1,0,0,43.3784
50,12.5,344.2263,7.6974,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,10.71,77.6,4.41,20.63,16.07,1.53,1,1,0,0,43.3784
51,12.75,344.2263,7.6974,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,10.71,77.6,4.41,20.63,16.01,0,1,1,0,0,43.3784
52,13,344.2263,7.6974,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,9.31,77.6,4.41,20.63,14.36,0,1,1,0,0,43.3784
53,13.25,344.2263,7.6974,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,9.31,77.6,4.41,20.63,35.79,0,1,1,0,0,43.3784
54,13.5,344.2263,7.6974,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,9.31,77.6,4.41,20.63,14.39,1.27,1,1,0,0,43.3784
55,13.75,344.2263,7.6974,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,9.31,77.6,4.41,20.63,14.37,0,1,1,0,0,43.3784
56,14,344.2263,7.6974,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,11.51,77.6,4.41,20.63,17.19,0,1,1,0,0,43.3784
57,14.25,344.2263,7.6974,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,11.51,77.6,4.41,20.63,17.29,1.7,1,1,0,0,43.3784
58,14.5,344.2263,7.6974,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,11.51,77.6,4.41,20.63,52.94,0,1,1,0,0,43.3784
59,14.75,344.2263,7.6974,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,11.51,77.6,4.41,20.63,76.22,463,1,1,0,0,43.3784
60,15,344.2263,7.6974,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,20.41,77.6,4.41,20.63,56.04,556,1,1,0,0,43.3784
61,15.25,344.2263,7.6974,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,20.41,77.6,4.41,20.63,67.99,10.2,1,1,0,0,43.3784
62,15.5,344.2263,7.6974,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,20.41,77.6,4.41,20.63,99.03,10.2,1,1,0,0,43.3784
63,15.75,344.2263,7.6974,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,20.41,77.6,4.41,20.63,106.16,0.07,1,1,0,0,43.3784
64,16,344.2263,7.6974,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,29.09,72.4,11.92,6.73,65.03,6.64,1,1,0,0,40.4716
65,16.25,344.2263,7.6974,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,29.09,72.4,11.92,6.73,68.27,24.34,1,1,0,0,40.4716
66,16.5,344.2263,7.6974,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,29.09,72.4,11.92,6.73,56.03,24.52,1,1,0,0,40.4716
67,16.75,344.2263,7.6974,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,29.09,72.4,11.92,6.73,57.45,10.29,1,1,0,0,40.4716
68,17,344.2263,7.6974,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,42.1,72.4,11.92,6.73,67.19,19.29,1,1,0,0,40.4716
69,17.25,344.2263,7.6974,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,42.1,72.4,11.92,6.73,65.07,27.43,1,1,0,0,40.4716
70,17.5,344.2263,7.6974,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,42.1,72.4,11.92,6.73,65,27.84,1,1,0,0,40.4716
71,17.75,344.2263,7.6974,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,42.1,72.4,11.92,6.73,65.13,19.61,1,1,0,0,40.4716
72,18,344.2263,7.6974,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,48.83,72.4,11.92,6.73,65.59,5.73,1,1,0,0,40.4716
73,18.25,344.2263,7.6974,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,48.83,72.4,11.92,6.73,65.06,34.72,1,1,0,0,40.4716
74,18.5,344.2263,7.6974,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,48.83,72.4,11.92,6.73,65.12,31.77,1,1,0,0,40.4716
75,18.75,344.2263,7.6974,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,48.83,72.4,11.92,6.73,448,0,1,1,0,0,40.4716
76,19,344.2263,7.6974,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,43.31,72.4,11.92,6.73,66.9,0,1,1,0,0,40.4716
77,19.25,344.2263,7.6974,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,43.31,72.4,11.92,6.73,65.03,7.23,1,1,0,0,40.4716
78,19.5,344.2263,7.6974,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,43.31,72.4,11.92,6.73,65,3.15,1,1,0,0,40.4716
79,19.75,344.2263,7.6974,0,0,0,0,0,0,0,0,0,0,2.236,0,0,1,0,0,43.31,72.4,11.92,6.73,65.04,28.11,1,1,0,0,40.4716
80,20,875.2763,19.5724,0,0,2236,0,0,2236,0,0,1,0,0,0,0,0,0,0,42.59,79.96,8.51,9.81,65.53,23.01,0,1,0,12.8626,0
81,20.25,286.8553,6.4145,0,0,0,2236,2236,0,0,0,0,1,0,0,0,0,0,0,42.59,79.96,8.51,9.81,90.12,18.98,1,0,0,50.3771,0
82,20.5,817.9053,18.2895,0,0,2236,0,0,2236,0,0,1,0,0,0,0,0,0,0,42.59,79.96,8.51,9.81,65,2.37,0,1,0,1.3248,0
83,20.75,229.4842,5.1316,0,0,0,2236,2236,0,0,0,0,1,0,0,0,0,0,0,42.59,79.96,8.51,9.81,472,0,1,0,0,263.848,0
84,21,760.5342,17.0066,0,0,2236,0,0,2236,0,0,1,0,0,0,0,0,0,0,35,79.96,8.51,9.81,65.04,0,0,1,0,0,0
85,21.25,1291.5842,28.8816,0,0,2236,0,0,2236,0,0,1,0,0,0,0,0,0,0,35,79.96,8.51,9.81,56.77,0,0,1,0,0,0
86,21.5,703.1632,15.7237,0,0,0,2236,2236,0,0,0,0,1,0,0,0,0,0,0,35,79.96,8.51,9.81,565,0,1,0,0,315.835,0
87,21.75,114.7421,2.5658,0,0,0,2236,2236,0,0,0,0,1,0,0,0,0,0,0,35,79.96,8.51,9.81,441,0,1,0,0,246.519,0
88,22,645.7921,14.4408,0,0,2236,0,0,2236,0,0,1,0,0,0,0,0,0,0,34.01,79.96,8.51,9.81,66.53,0,0,1,0,0,0
89,22.25,1176.8421,26.3158,0,0,2236,0,0,2236,0,0,1,0,0,0,0,0,0,0,34.01,79.96,8.51,9.81,59.24,0,0,1,0,0,0
90,22.5,645.7921,14.4408,0,0,0,2017.99,2017.99,0,0,0,0,1,0,0,0,0,0,0,34.01,79.96,8.51,9.81,65.02,3.96,1,0,0,32.8024,0
91,22.75,1176.8421,26.3158,0,0,2236,0,0,2236,0,0,1,0,0,0,0,0,0,0,34.01,79.96,8.51,9.81,52.11,0,0,1,0,0,0
92,23,645.7921,14.4408,0,0,0,2017.99,2017.99,0,0,0,0,1,0,0,0,0,0,0,26.07,79.96,8.51,9.81,67.7,0,1,0,0,34.1545,0
93,23.25,1176.8421,26.3158,0,0,2236,0,0,2236,0,0,1,0,0,0,0,0,0,0,26.07,79.96,8.51,9.81,52.56,0,0,1,0,0,0
94,23.5,588.4211,13.1579,0,0,0,2236,2236,0,0,0,0,1,0,0,0,0,0,0,26.07,79.96,8.51,9.81,431,0,1,0,0,240.929,0
95,23.75,0,0,0,0,0,2236,2236,0,0,0,0,1,0,0,0,0,0,0,26.07,79.96,8.51,9.81,457,0,1,0,0,255.463,0
