time_step,hour,soc_kwh,soc_pct,p_ch_kw,p_dis_kw,p_total_ch_kw,p_total_dis_kw,p_afrr_pos_e_kw,p_afrr_neg_e_kw,y_ch,y_dis,y_total_ch,y_total_dis,c_fcr_mw,c_afrr_pos_mw,c_afrr_neg_mw,y_fcr,y_afrr_pos,y_afrr_neg,price_da_eur_mwh,price_fcr_eur_mw,price_afrr_cap_pos_eur_mw,price_afrr_cap_neg_eur_mw,price_afrr_energy_pos_eur_mwh,price_afrr_energy_neg_eur_mwh,cst8_discharge_sum,cst8_charge_sum,revenue_da_eur,revenue_afrr_energy_eur,revenue_as_capacity_eur
24,6.0000,2236.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,1.1180,0.0000,0.0000,1.0000,0.0000,0.0000,11.3400,104.4000,5.0100,23.4000,17.3500,3.3200,1.0000,1.0000,0.0000,0.0000,29.1798
25,6.2500,2236.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,1.1180,0.0000,0.0000,1.0000,0.0000,0.0000,11.3400,104.4000,5.0100,23.4000,17.8000,3.1300,1.0000,1.0000,0.0000,0.0000,29.1798
26,6.5000,2236.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,1.1180,0.0000,0.0000,1.0000,0.0000,0.0000,11.3400,104.4000,5.0100,23.4000,17.2900,5.4800,1.0000,1.0000,0.0000,0.0000,29.1798
27,6.7500,2236.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,1.1180,0.0000,0.0000,1.0000,0.0000,0.0000,11.3400,104.4000,5.0100,23.4000,17.6400,4.1100,1.0000,1.0000,0.0000,0.0000,29.1798
28,7.0000,2236.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,1.1180,0.0000,0.0000,1.0000,0.0000,0.0000,8.3100,104.4000,5.0100,23.4000,12.4500,0.0000,1.0000,1.0000,0.0000,0.0000,29.1798
29,7.2500,2236.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,-0.0000,1.1180,0.0000,0.0000,1.0000,0.0000,0.0000,8.3100,104.4000,5.0100,23.4000,12.4000,4.0200,1.0000,1.0000,0.0000,0.0000,29.1798
30,7.5000,2236.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,1.1180,0.0000,0.0000,1.0000,0.0000,0.0000,8.3100,104.4000,5.0100,23.4000,12.4100,0.0000,1.0000,1.0000,0.0000,0.0000,29.1798
31,7.7500,2236.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,-0.0000,0.0000,1.1180,0.0000,0.0000,1.0000,0.0000,0.0000,8.3100,104.4000,5.0100,23.4000,12.4700,0.0000,1.0000,1.0000,0.0000,0.0000,29.1798
32,8.0000,2236.0000,50.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,8.5100,68.8000,6.6600,23.0800,12.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
33,8.2500,2236.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,8.5100,68.8000,6.6600,23.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
34,8.5000,2236.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,8.5100,68.8000,6.6600,23.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
35,8.7500,2236.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,8.5100,68.8000,6.6600,23.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
36,9.0000,2236.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,10.6300,68.8000,6.6600,23.0800,15.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
37,9.2500,2767.0500,61.8750,0.0000,0.0000,2236.0000,0.0000,0.0000,2236.0000,0,0,1.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,10.6300,68.8000,6.6600,23.0800,15.9500,4.8900,0.0000,1.0000,0.0000,2.7335,0.0000
38,9.5000,2767.0500,61.8750,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,1.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,10.6300,68.8000,6.6600,23.0800,16.0100,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
39,9.7500,2178.6289,48.7171,0.0000,0.0000,0.0000,2236.0000,2236.0000,0.0000,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,10.6300,68.8000,6.6600,23.0800,406.0000,0.0000,1.0000,0.0000,0.0000,226.9540,0.0000
40,10.0000,2411.0553,53.9145,0.0000,0.0000,978.6371,-0.0000,-0.0000,978.6371,0,0,1.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,9.7500,68.8000,6.6600,23.0800,14.7500,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000
41,10.2500,2942.1053,65.7895,0.0000,0.0000,2236.0000,0.0000,0.0000,2236.0000,0,0,1.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,9.7500,68.8000,6.6600,23.0800,14.5000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
42,10.5000,2353.6842,52.6316,0.0000,0.0000,-0.0000,2236.0000,2236.0000,-0.0000,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,9.7500,68.8000,6.6600,23.0800,480.0000,0.0000,1.0000,0.0000,0.0000,268.3200,0.0000
43,10.7500,1765.2632,39.4737,0.0000,0.0000,0.0000,2236.0000,2236.0000,0.0000,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,9.7500,68.8000,6.6600,23.0800,441.0000,0.0000,1.0000,0.0000,0.0000,246.5190,0.0000
44,11.0000,1176.8421,26.3158,0.0000,0.0000,-0.0000,2236.0000,2236.0000,-0.0000,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,8.2400,68.8000,6.6600,23.0800,595.0000,0.0000,1.0000,0.0000,0.0000,332.6050,0.0000
45,11.2500,588.4211,13.1579,0.0000,0.0000,0.0000,2236.0000,2236.0000,0.0000,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,8.2400,68.8000,6.6600,23.0800,533.0000,0.0000,1.0000,0.0000,0.0000,297.9470,0.0000
46,11.5000,0.0000,0.0000,0.0000,0.0000,0.0000,2236.0000,2236.0000,0.0000,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,8.2400,68.8000,6.6600,23.0800,507.0000,0.0000,1.0000,0.0000,0.0000,283.4130,0.0000
47,11.7500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,1.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,8.2400,68.8000,6.6600,23.0800,12.3000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
48,12.0000,447.2000,10.0000,0.0000,0.0000,1882.9474,0.0000,0.0000,1882.9474,0,0,1.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,10.7100,77.6000,4.4100,20.6300,16.1000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
49,12.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1699.3600,1699.3600,0.0000,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,10.7100,77.6000,4.4100,20.6300,16.0800,0.0000,1.0000,0.0000,0.0000,6.8314,0.0000
50,12.5000,475.8855,10.6414,0.0000,0.0000,2003.7285,0.0000,0.0000,2003.7285,0,0,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,10.7100,77.6000,4.4100,20.6300,16.0700,1.5300,0.0000,1.0000,0.0000,0.7664,0.0000
51,12.7500,57.3711,1.2829,0.0000,0.0000,0.0000,1590.3550,1590.3550,0.0000,0,0,-0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,10.7100,77.6000,4.4100,20.6300,16.0100,0.0000,1.0000,0.0000,0.0000,6.3654,0.0000
52,13.0000,588.4211,13.1579,0.0000,0.0000,2236.0000,0.0000,0.0000,2236.0000,0,0,1.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,9.3100,77.6000,4.4100,20.6300,14.3600,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
53,13.2500,0.0000,0.0000,0.0000,0.0000,0.0000,2236.0000,2236.0000,0.0000,0,0,-0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,9.3100,77.6000,4.4100,20.6300,35.7900,0.0000,1.0000,0.0000,0.0000,20.0066,0.0000
54,13.5000,531.0500,11.8750,0.0000,0.0000,2236.0000,0.0000,0.0000,2236.0000,0,0,1.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,9.3100,77.6000,4.4100,20.6300,14.3900,1.2700,0.0000,1.0000,0.0000,0.7099,0.0000
55,13.7500,934.8539,20.9046,0.0000,0.0000,1700.2271,0.0000,0.0000,1700.2271,0,0,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,9.3100,77.6000,4.4100,20.6300,14.3700,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
56,14.0000,669.3289,14.9671,0.0000,0.0000,0.0000,1008.9950,1008.9950,0.0000,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,11.5100,77.6000,4.4100,20.6300,17.1900,0.0000,1.0000,0.0000,0.0000,4.3362,0.0000
57,14.2500,1200.3789,26.8421,0.0000,0.0000,2236.0000,0.0000,0.0000,2236.0000,0,0,1.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,11.5100,77.6000,4.4100,20.6300,17.2900,1.7000,0.0000,1.0000,0.0000,0.9503,0.0000
58,14.5000,611.9579,13.6842,0.0000,0.0000,0.0000,2236.0000,2236.0000,0.0000,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,11.5100,77.6000,4.4100,20.6300,52.9400,0.0000,1.0000,0.0000,0.0000,29.5935,0.0000
59,14.7500,1143.0079,25.5592,0.0000,0.0000,2236.0000,0.0000,0.0000,2236.0000,0,0,1.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,11.5100,77.6000,4.4100,20.6300,76.2200,463.0000,0.0000,1.0000,0.0000,258.8170,0.0000
60,15.0000,1674.0579,37.4342,0.0000,0.0000,2236.0000,0.0000,0.0000,2236.0000,0,0,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,20.4100,77.6000,4.4100,20.6300,56.0400,556.0000,0.0000,1.0000,0.0000,310.8040,0.0000
61,15.2500,1176.8421,26.3158,0.0000,0.0000,0.0000,1889.4200,1889.4200,0.0000,0,0,-0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,20.4100,77.6000,4.4100,20.6300,67.9900,10.2000,1.0000,0.0000,0.0000,32.1154,0.0000
62,15.5000,588.4211,13.1579,0.0000,0.0000,0.0000,2236.0000,2236.0000,0.0000,0,0,-0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,20.4100,77.6000,4.4100,20.6300,99.0300,10.2000,1.0000,0.0000,0.0000,55.3578,0.0000
63,15.7500,-0.0000,-0.0000,0.0000,0.0000,0.0000,2236.0000,2236.0000,0.0000,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,20.4100,77.6000,4.4100,20.6300,106.1600,0.0700,1.0000,0.0000,0.0000,59.3434,0.0000
64,16.0000,531.0500,11.8750,0.0000,0.0000,2236.0000,0.0000,0.0000,2236.0000,0,0,1.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,29.0900,72.4000,11.9200,6.7300,65.0300,6.6400,0.0000,1.0000,0.0000,3.7118,0.0000
65,16.2500,-0.0000,-0.0000,0.0000,0.0000,0.0000,2017.9900,2017.9900,0.0000,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,29.0900,72.4000,11.9200,6.7300,68.2700,24.3400,1.0000,0.0000,0.0000,34.4420,0.0000
66,16.5000,531.0500,11.8750,0.0000,0.0000,2236.0000,0.0000,0.0000,2236.0000,0,0,1.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,29.0900,72.4000,11.9200,6.7300,56.0300,24.5200,0.0000,1.0000,0.0000,13.7067,0.0000
67,16.7500,531.0500,11.8750,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,-0.0000,1.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,29.0900,72.4000,11.9200,6.7300,57.4500,10.2900,1.0000,0.0000,0.0000,0.0000,0.0000
68,17.0000,-0.0000,-0.0000,0.0000,0.0000,0.0000,2017.9900,2017.9900,0.0000,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,42.1000,72.4000,11.9200,6.7300,67.1900,19.2900,1.0000,0.0000,0.0000,33.8972,0.0000
69,17.2500,531.0500,11.8750,0.0000,0.0000,2236.0000,0.0000,0.0000,2236.0000,0,0,1.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,42.1000,72.4000,11.9200,6.7300,65.0700,27.4300,0.0000,1.0000,0.0000,15.3334,0.0000
70,17.5000,-0.0000,-0.0000,0.0000,0.0000,0.0000,2017.9900,2017.9900,0.0000,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,42.1000,72.4000,11.9200,6.7300,65.0000,27.8400,1.0000,0.0000,0.0000,32.7923,0.0000
71,17.7500,531.0500,11.8750,0.0000,0.0000,2236.0000,0.0000,0.0000,2236.0000,0,0,1.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,42.1000,72.4000,11.9200,6.7300,65.1300,19.6100,0.0000,1.0000,0.0000,10.9620,0.0000
72,18.0000,-0.0000,-0.0000,0.0000,0.0000,0.0000,2017.9900,2017.9900,0.0000,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,48.8300,72.4000,11.9200,6.7300,65.5900,5.7300,1.0000,0.0000,0.0000,33.0900,0.0000
73,18.2500,531.0500,11.8750,0.0000,0.0000,2236.0000,0.0000,0.0000,2236.0000,0,0,1.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,48.8300,72.4000,11.9200,6.7300,65.0600,34.7200,0.0000,1.0000,0.0000,19.4085,0.0000
74,18.5000,1062.1000,23.7500,0.0000,0.0000,2236.0000,0.0000,0.0000,2236.0000,0,0,1.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,48.8300,72.4000,11.9200,6.7300,65.1200,31.7700,0.0000,1.0000,0.0000,17.7594,0.0000
75,18.7500,473.6789,10.5921,0.0000,0.0000,0.0000,2236.0000,2236.0000,0.0000,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,48.8300,72.4000,11.9200,6.7300,448.0000,0.0000,1.0000,0.0000,0.0000,250.4320,0.0000
76,19.0000,-0.0000,-0.0000,0.0000,0.0000,0.0000,1799.9800,1799.9800,0.0000,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,43.3100,72.4000,11.9200,6.7300,66.9000,0.0000,1.0000,0.0000,0.0000,30.1047,0.0000
77,19.2500,531.0500,11.8750,0.0000,0.0000,2236.0000,0.0000,0.0000,2236.0000,0,0,1.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,43.3100,72.4000,11.9200,6.7300,65.0300,7.2300,0.0000,1.0000,0.0000,4.0416,0.0000
78,19.5000,-0.0000,-0.0000,0.0000,0.0000,0.0000,2017.9900,2017.9900,0.0000,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,43.3100,72.4000,11.9200,6.7300,65.0000,3.1500,1.0000,0.0000,0.0000,32.7923,0.0000
79,19.7500,531.0500,11.8750,0.0000,0.0000,2236.0000,0.0000,0.0000,2236.0000,0,0,1.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,43.3100,72.4000,11.9200,6.7300,65.0400,28.1100,0.0000,1.0000,0.0000,15.7135,0.0000
80,20.0000,1062.1000,23.7500,0.0000,0.0000,2236.0000,0.0000,0.0000,2236.0000,0,0,1.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,42.5900,79.9600,8.5100,9.8100,65.5300,23.0100,0.0000,1.0000,0.0000,12.8626,0.0000
81,20.2500,473.6789,10.5921,0.0000,0.0000,0.0000,2236.0000,2236.0000,0.0000,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,42.5900,79.9600,8.5100,9.8100,90.1200,18.9800,1.0000,0.0000,0.0000,50.3771,0.0000
82,20.5000,932.6474,20.8553,0.0000,0.0000,1932.4986,0.0000,0.0000,1932.4986,0,0,1.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,42.5900,79.9600,8.5100,9.8100,65.0000,2.3700,0.0000,1.0000,0.0000,1.1450,0.0000
83,20.7500,344.2263,7.6974,0.0000,0.0000,0.0000,2236.0000,2236.0000,0.0000,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,42.5900,79.9600,8.5100,9.8100,472.0000,0.0000,1.0000,0.0000,0.0000,263.8480,0.0000
84,21.0000,875.2763,19.5724,0.0000,0.0000,2236.0000,0.0000,0.0000,2236.0000,0,0,1.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,35.0000,79.9600,8.5100,9.8100,65.0400,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
85,21.2500,1406.3263,31.4474,0.0000,0.0000,2236.0000,0.0000,0.0000,2236.0000,0,0,1.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,35.0000,79.9600,8.5100,9.8100,56.7700,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
86,21.5000,817.9053,18.2895,0.0000,0.0000,0.0000,2236.0000,2236.0000,0.0000,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,35.0000,79.9600,8.5100,9.8100,565.0000,0.0000,1.0000,0.0000,0.0000,315.8350,0.0000
87,21.7500,229.4842,5.1316,0.0000,0.0000,0.0000,2236.0000,2236.0000,0.0000,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,35.0000,79.9600,8.5100,9.8100,441.0000,0.0000,1.0000,0.0000,0.0000,246.5190,0.0000
88,22.0000,760.5342,17.0066,0.0000,0.0000,2236.0000,0.0000,0.0000,2236.0000,0,0,1.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,34.0100,79.9600,8.5100,9.8100,66.5300,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
